TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DOHL3;7,00;;-56,76;0,76;0,53;19,20;-1,75;-1,53;-49,58;-50,69;-4,98;0,08;0,87;1,19;-1,20;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;677,50;9,24;-0,12;0,40;488.220.938,25
DOHL4;5,05;;-40,95;0,55;0,38;19,20;-1,75;-1,53;-35,77;-50,69;-4,98;0,08;0,63;0,86;-0,86;5,15;-1,33;-0,94;-1,75;0,70;0,30;0,61;6,68;;14.921,17;9,24;-0,12;0,29;488.220.938,25
DOTZ3;7,92;;-1,26;-0,47;0,35;86,00;-61,23;-59,93;-1,23;-1,24;-0,01;;0,75;-0,56;-0,68;0,44;-37,49;-27,83;73,51;-0,74;1,74;0,46;3,79;;104.570,70;-16,78;-6,29;0,20;104.363.153,40
DTCY3;4,51;;73,72;-30,33;7,14;2,55;-3,77;8,68;-169,60;-260,11;-2,07;;6,40;-37,66;-9,56;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;1.033,70;-0,15;0,06;-0,63;76.379.949,76
DTCY4;62,60;;1.023,21;-421,03;99,15;2,55;-3,77;8,68;-2.354,08;-260,11;-2,07;;88,82;-522,74;-132,70;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;;-0,15;0,06;-8,71;76.379.949,76
DXCO3;7,66;2,81;7,74;0,98;0,38;33,51;18,39;10,95;4,61;7,90;3,27;0,70;0,85;5,22;-0,53;1,34;12,66;4,91;10,71;0,39;0,61;0,45;16,29;34,44;23.848.314,70;7,81;0,99;-0,28;6.310.154.431,74
EALT3;9,90;2,17;6,59;0,96;0,41;22,37;10,77;7,08;4,33;6,62;2,19;0,49;0,47;20,99;-0,65;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;4.693,93;10,28;1,50;-0,30;227.722.500,00
EALT4;10,53;2,24;7,01;1,02;0,43;22,37;10,77;7,08;4,61;6,62;2,19;0,49;0,50;22,33;-0,69;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;124.728,77;10,28;1,50;-0,32;227.722.500,00
ECOR3;8,86;0,95;11,01;2,24;0,26;37,28;32,78;6,92;2,32;7,19;4,86;4,68;0,76;-6,39;-0,31;0,81;20,34;2,36;10,51;0,12;0,87;0,34;14,60;7,38;28.519.838,13;3,96;0,80;0,04;6.176.484.566,88
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;3,62;1,87;0,53;51,75;70,35;52,14;2,69;3,96;1,26;0,88;1,89;5,17;-0,69;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EEEL4;410,00;;5,04;2,60;0,73;51,75;70,35;52,14;3,74;3,96;1,26;0,88;2,63;7,19;-0,96;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EGIE3;42,06;6,90;10,18;4,07;0,87;53,44;56,36;30,27;5,47;7,83;2,35;1,75;3,08;66,38;-1,04;1,09;39,97;8,56;19,59;0,21;0,76;0,28;11,18;10,97;61.296.750,60;10,34;4,13;0,12;34.358.717.131,40
EKTR3;33,50;3,43;7,45;2,38;0,59;26,01;20,57;10,08;3,65;6,52;2,61;1,70;0,75;14,42;-0,85;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;5.025,50;14,07;4,50;-0,36;6.960.594.308,23
EKTR4;38,11;3,32;8,48;2,71;0,67;26,01;20,57;10,08;4,15;6,52;2,61;1,70;0,85;16,41;-0,97;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;23.477,57;14,07;4,50;-0,41;6.960.594.308,23
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;42,05;0,53;30,30;0,86;0,35;49,99;39,25;9,09;7,01;9,99;2,83;0,35;2,75;3,58;-0,44;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;217.361.996,70;49,03;1,39;-0,95;99.069.852.278,52
ELET5;85,01;2,41;61,26;1,73;0,71;49,99;39,25;9,09;14,18;9,99;2,83;0,35;5,57;7,23;-0,90;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;8.501,00;49,03;1,39;-1,93;99.069.852.278,52
ELET6;47,30;3,16;34,08;0,96;0,39;49,99;39,25;9,09;7,89;9,99;2,83;0,35;3,10;4,02;-0,50;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;47.804.982,87;49,03;1,39;-1,07;99.069.852.278,52
ELMD3;17,40;;41,82;3,04;1,04;45,40;20,78;6,65;13,38;16,58;3,17;0,72;2,78;86,12;-1,42;1,05;7,28;2,48;8,73;0,34;0,58;0,37;37,68;;1.239.239,00;5,72;0,42;-0,05;2.439.916.814,79
ELPL3;8,31;;1,04;0,68;0,06;24,93;19,27;8,07;0,43;2,03;1,60;2,51;0,08;-0,95;-0,08;0,81;65,85;5,41;33,14;0,08;0,92;0,67;7,49;;;12,16;8,00;0,07;1.640.949.623,22
EMAE3;25,35;7,12;10,14;0,81;0,46;17,63;2,25;15,31;69,00;89,22;-33,67;-0,39;1,55;1,19;-0,83;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;;31,37;2,50;-0,90;1.668.138.552,86
EMAE4;58,00;3,42;23,20;1,85;1,05;17,63;2,25;15,31;157,86;89,22;-33,67;-0,39;3,55;2,72;-1,90;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;204.909,60;31,37;2,50;-2,05;1.668.138.552,86
EMBR3;21,40;;-387,98;1,24;0,30;18,00;4,64;-0,15;12,74;17,83;5,16;0,50;0,59;1,36;-0,70;1,65;-0,32;-0,08;3,22;0,24;0,73;0,51;4,54;;168.259.746,80;17,23;-0,06;4,04;15.764.500.786,76
ENAT3;18,78;0,80;72,19;1,29;0,61;36,94;15,75;4,27;19,58;22,00;2,49;0,16;3,08;4,81;-0,87;1,77;1,78;0,85;3,15;0,47;0,53;0,20;34,10;-28,00;42.174.611,50;14,58;0,26;-0,78;4.973.247.192,55
ENBR3;24,08;1,12;11,69;1,29;0,38;30,72;20,25;6,59;3,81;6,40;2,60;0,88;0,77;-9,12;-0,57;0,89;11,05;3,27;12,29;0,30;0,67;0,50;6,98;14,37;27.666.157,79;18,65;2,06;-0,25;13.994.459.653,44
ENEV3;12,72;;60,75;1,56;0,41;35,96;23,06;3,43;9,03;16,16;7,20;1,24;2,08;11,46;-0,54;1,18;2,56;0,68;5,45;0,26;0,69;0,20;17,63;28,28;86.767.844,93;8,17;0,21;-0,88;19.997.303.410,36
ENGI11;52,92;4,72;12,78;1,79;0,33;27,18;21,15;6,23;3,76;8,21;4,44;2,11;0,80;-57,54;-0,43;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;133.255.609,00;29,54;4,14;-0,51;21.646.942.708,64
ENGI3;18,33;2,73;22,13;3,10;0,57;27,18;21,15;6,23;6,52;8,21;4,44;2,11;1,38;-99,66;-0,75;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;82.918,57;5,91;0,83;-0,88;21.646.942.708,64
ENGI4;8,69;5,75;10,49;1,47;0,27;27,18;21,15;6,23;3,09;8,21;4,44;2,11;0,65;-47,25;-0,35;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;101.962,77;5,91;0,83;-0,42;21.646.942.708,64
ENJU3;1,75;;-8,05;1,00;0,82;46,15;-41,92;-26,70;-5,13;-1,24;3,95;-0,77;2,15;1,38;-3,14;5,06;-12,45;-10,15;-19,55;0,82;0,18;0,38;32,86;;1.587.223,90;1,75;-0,22;0,15;358.656.140,76
ENMA3B;50,49;5,53;8,96;2,27;0,92;30,83;21,40;16,86;7,06;;1,53;0,49;1,51;24,40;-1,29;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,16;
ENMA6B;83,99;3,32;14,90;3,77;1,53;30,83;21,40;16,86;11,74;;1,53;0,49;2,51;40,59;-2,15;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,27;
ENMT3;70,00;2,39;13,29;4,32;1,21;32,78;26,98;16,02;7,89;10,09;2,34;1,28;2,13;47,06;-1,68;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;75.253,42;16,21;5,27;-66,19;15.039.111.400,00
ENMT4;68,00;2,46;12,91;4,19;1,18;32,78;26,98;16,02;7,67;10,09;2,34;1,28;2,07;45,72;-1,63;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;18.133,33;16,21;5,27;-64,30;15.039.111.400,00
EPAR3;10,09;26,01;4,73;1,21;1,06;13,55;12,07;6,58;2,58;2,26;-0,31;-0,15;0,31;2,32;-2,04;18,54;25,58;22,33;34,50;0,87;0,13;3,39;38,18;;498.061,67;8,33;2,13;-0,10;149.943.131,12
EQPA3;7,64;1,93;8,00;3,79;1,18;35,11;27,61;21,18;6,13;7,32;1,30;0,80;1,69;10,84;-1,78;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;83.111,47;2,02;0,96;0,15;16.574.646.140,74
EQPA5;8,98;1,64;9,40;4,46;1,38;35,11;27,61;21,18;7,21;7,32;1,30;0,80;1,99;12,74;-2,10;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;6.326,00;2,02;0,96;0,18;16.574.646.140,74
EQPA6;10,04;1,47;10,51;4,98;1,55;35,11;27,61;21,18;8,06;7,32;1,30;0,80;2,23;14,24;-2,35;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;1.005,00;2,02;0,96;0,20;16.574.646.140,74
EQPA7;7,50;1,97;7,85;3,72;1,16;35,11;27,61;21,18;6,02;7,32;1,30;0,80;1,66;10,64;-1,75;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;68.930,67;2,02;0,96;0,15;16.574.646.140,74
EQTL3;35,45;0,99;21,85;2,08;0,41;30,07;19,86;4,94;5,44;10,24;4,80;1,83;1,08;10,72;-0,54;1,19;9,51;1,88;10,16;0,20;0,77;0,38;24,50;13,29;238.442.686,03;17,06;1,62;-1,08;40.676.456.665,62
ESPA3;1,07;;-19,17;0,44;0,17;36,92;13,07;-2,03;2,98;8,31;5,31;0,79;0,39;2,91;-0,29;1,16;-2,30;-0,88;5,68;0,38;0,61;0,44;36,16;;2.158.192,63;2,43;-0,06;-0,19;390.336.911,28
ESTR3;10,00;;-1,19;-0,15;0,28;44,02;0,36;-42,60;139,61;233,92;145,50;;0,51;-0,14;-0,63;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;1.000,00;-68,03;-8,42;-0,01;51.195.500,00
ESTR4;4,50;;-0,53;-0,07;0,12;44,02;0,36;-42,60;62,83;233,92;145,50;;0,23;-0,06;-0,28;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;15.898,44;-68,03;-8,42;-0,01;51.195.500,00
ETER3;8,11;3,20;8,61;0,71;0,40;26,50;6,94;5,02;6,23;7,48;1,32;0,15;0,43;1,60;-0,78;2,07;8,19;4,66;8,40;0,57;0,43;0,93;12,27;;1.958.794,47;11,50;0,94;-0,13;496.065.897,25
EUCA3;17,00;3,48;5,73;0,71;0,40;32,81;12,52;10,36;4,74;6,28;1,55;0,23;0,59;2,51;-0,64;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;35.956,00;23,81;2,97;-0,23;1.570.232.043,08
EUCA4;16,98;3,83;5,72;0,71;0,40;32,81;12,52;10,36;4,73;6,28;1,55;0,23;0,59;2,51;-0,64;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;1.300.161,17;23,81;2,97;-0,23;1.570.232.043,08
EVEN3;7,70;6,54;9,69;0,79;0,22;20,53;6,80;6,28;8,95;10,12;1,06;0,09;0,61;0,40;-0,96;3,51;8,20;2,25;2,68;0,27;0,60;0,36;10,85;;6.812.486,83;9,69;0,79;1,09;1.558.000.000,00
EZTC3;16,42;1,25;19,28;0,79;0,62;29,18;13,62;17,82;25,23;25,55;0,13;0,00;3,44;1,72;-1,12;5,19;4,09;3,22;2,08;0,79;0,20;0,18;2,72;-12,11;33.375.257,67;20,81;0,85;-0,40;3.655.159.763,62
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;62,00;4,02;11,42;1,69;1,32;28,80;16,65;18,39;12,61;8,56;-1,58;-0,21;2,10;4,50;-2,23;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;7.919,50;36,78;5,43;-0,20;4.403.046.400,00
FESA4;43,71;6,27;8,05;1,19;0,93;28,80;16,65;18,39;8,89;8,56;-1,58;-0,21;1,48;3,17;-1,58;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;7.304.794,87;36,78;5,43;-0,14;4.403.046.400,00
FHER3;7,36;;-0,98;10,17;0,14;-0,20;-7,55;-7,38;-0,96;-0,85;0,11;-1,12;0,07;0,97;-0,54;1,24;-1.033,75;-14,18;-1.194,93;0,01;0,99;1,92;3,45;;68.742,37;0,72;-7,48;0,00;394.235.318,88
FIBR3;66,30;;12,03;2,59;0,90;45,77;36,80;16,71;5,46;7,63;2,17;1,03;2,01;9,59;-1,28;1,46;21,57;7,48;17,10;0,35;0,65;0,45;21,43;;;25,55;5,51;0,07;36.712.556.310,30
FIEI3;12,99;;14,44;0,38;0,32;-8,72;-376,05;78,84;-3,03;-2,68;0,34;-0,04;11,38;-10,00;-0,35;0,73;2,63;2,21;-12,57;0,84;0,16;0,03;-18,70;;9.969,50;34,21;0,90;-0,11;31.463.767,47
FIGE3;11,99;0,33;3,15;0,18;0,17;100,00;93,63;45,81;1,54;0,52;;;1,44;14.171,80;-0,17;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;-0,09;9.497.566,76
FIGE4;0,00;;0,00;0,00;0,00;100,00;93,63;45,81;0,00;0,52;;;0,00;0,00;0,00;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;0,00;9.497.566,76
FIQE3;3,83;4,04;10,80;1,28;0,70;44,70;24,84;15,27;6,64;6,31;-0,41;-0,08;1,65;6,88;-1,00;1,53;11,90;6,51;11,68;0,55;0,45;0,43;;;952.928,47;2,98;0,35;1,70;1.404.752.482,92
FLEX3;0,00;;0,00;0,00;0,00;22,25;-72,50;-102,95;0,00;-0,44;-0,44;;0,00;0,00;0,00;0,15;-94,35;-223,42;100,17;-2,37;3,37;2,17;-5,08;;;-112,78;-106,40;0,00;0,00
FLRY3;17,08;2,55;25,03;1,81;0,81;27,02;14,26;6,35;11,15;14,84;3,70;0,60;1,59;10,15;-1,07;1,48;7,21;3,24;7,99;0,45;0,55;0,51;13,37;3,10;44.353.625,30;9,46;0,68;3,39;9.340.550.813,82
FNCN3;14,25;3,75;19,82;0,92;0,73;90,74;31,87;15,60;9,70;9,70;;;3,09;1,16;-2,42;9,25;4,66;3,66;;0,79;0,21;0,23;-12,29;11,87;;15,44;0,72;-0,24;13.021.336,50
FRAS3;15,74;1,54;13,09;2,21;1,08;34,03;15,05;9,57;8,32;8,08;-0,27;-0,07;1,25;3,05;-2,69;2,44;16,86;8,23;14,50;0,49;0,51;0,86;29,71;38,35;6.138.652,43;7,14;1,20;0,19;4.263.558.055,97
FRIO3;250,00;;-9,64;-2,33;0,59;16,90;6,84;-5,72;8,06;18,89;10,84;;0,55;-1,67;-2,09;0,67;-24,21;-6,15;9,74;-0,25;1,21;1,08;15,09;;277.332,36;-107,11;-25,93;0,23;1.026.688.500,00
FRTA3;1,72;;-0,62;-0,05;0,12;16,44;-20,02;-75,70;-2,35;-45,51;-43,16;;0,47;-0,04;-0,13;0,03;-7,67;-18,86;20,62;-2,46;3,46;0,25;-33,74;;39.325,90;-36,14;-2,77;0,00;3.532.202,32
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;2,14;;3,59;0,30;0,26;100,00;82,45;77,51;3,37;4,37;0,96;0,08;2,78;-10,10;-0,27;0,46;8,22;7,38;7,89;0,90;0,10;0,10;;;84.027,70;7,25;0,60;-0,03;248.521.798,08
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;26,97;3,01;7,47;1,20;0,72;42,67;37,35;24,44;4,89;5,60;0,89;0,22;1,83;-6,39;-0,83;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;15.005,00;22,48;3,61;0,06;2.455.580.135,61
GEPA4;25,52;3,19;7,07;1,14;0,68;42,67;37,35;24,44;4,62;5,60;0,89;0,22;1,73;-6,05;-0,78;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;47.377,71;22,48;3,61;0,05;2.455.580.135,61
GETT11;4,81;;15,12;2,48;0,16;41,43;18,41;17,71;14,55;;0,99;0,17;2,68;6,28;-3,92;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,13;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GFSA3;13,23;;-3,85;0,50;0,16;3,46;-23,01;-18,28;-3,06;-9,32;-6,19;1,00;0,70;0,45;-0,52;2,03;-12,88;-4,13;-8,10;0,32;0,68;0,23;7,64;;47.445.731,40;26,68;-3,44;-0,01;857.903.367,60
GGBR3;19,38;8,31;4,19;0,67;0,45;17,50;16,69;11,27;2,83;3,41;0,45;0,11;0,47;1,67;-0,75;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;1.415.870,33;28,80;4,63;-0,10;35.635.974.939,20
GGBR4;20,79;7,74;4,49;0,72;0,48;17,50;16,69;11,27;3,03;3,41;0,45;0,11;0,51;1,79;-0,80;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;196.128.321,37;28,80;4,63;-0,11;35.635.974.939,20
GGPS3;18,40;1,41;20,81;4,19;1,28;17,38;10,75;5,80;11,23;11,71;0,46;0,17;1,21;3,80;-2,96;2,45;20,15;6,15;13,59;0,30;0,69;1,06;;;29.435.393,20;4,39;0,88;0,69;12.388.098.020,81
GMAT3;7,03;;13,59;1,87;1,03;21,56;6,17;4,52;9,94;11,64;1,62;0,31;0,61;2,55;-2,70;2,90;13,80;7,59;12,73;0,55;0,44;1,68;30,71;48,33;32.681.700,03;3,75;0,52;0,66;15.642.170.239,32
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;10,21;15,57;3,84;0,59;0,14;17,50;16,60;3,80;0,88;1,23;0,38;0,25;0,15;0,49;-0,23;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;1.048.334,40;17,38;2,66;-0,09;10.235.580.185,48
GOAU4;9,77;16,27;3,68;0,56;0,13;17,50;16,60;3,80;0,84;1,23;0,38;0,25;0,14;0,47;-0,22;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;95.232.875,87;17,38;2,66;-0,09;10.235.580.185,48
GOLL4;6,92;;208,24;-1,01;1,29;29,03;15,11;0,58;7,94;4,45;3,41;;1,20;-2,12;-1,62;0,25;-0,48;0,62;-23,52;-1,28;2,28;1,07;8,03;41,44;63.622.816,50;-6,88;0,03;-2,04;2.906.047.993,76
GPAR3;50,00;;91,48;5,48;5,24;-23,58;-1,12;602,31;-49.183,03;-46.913,40;2.269,63;-0,25;551,01;18,65;-7,39;30,83;5,99;5,73;-1,18;0,96;0,04;0,01;-9,31;-50,35;5.000,00;9,13;0,55;-0,96;3.983.825.100,00
GPIV33;3,00;;-0,25;0,14;0,04;100,00;124,93;113,10;-0,22;0,23;0,46;-0,28;;0,41;-0,07;1,38;-54,77;-17,67;-23,53;0,32;0,46;-0,16;;;353.942,73;22,21;-12,16;-0,01;129.737.685,00
GRAO3;0,00;;0,00;0,00;0,00;3,46;1,21;1,33;0,00;3,54;3,54;0,78;0,00;0,00;0,00;0,87;24,40;3,85;0,24;0,16;0,75;2,89;;;;1,30;0,32;0,00;0,00
GRND3;6,80;20,40;11,86;1,76;1,59;43,97;10,49;21,23;24,01;21,34;-2,74;-0,20;2,52;2,88;-4,44;7,09;14,85;13,38;6,59;0,90;0,10;0,63;2,21;-4,78;7.188.424,50;3,86;0,57;-0,90;6.152.731.200,00
GSHP3;14,50;;-1,66;-0,03;0,02;68,37;26,36;-10,72;0,67;43,17;42,50;;0,18;-0,46;-0,02;0,81;-2,01;-1,08;2,87;-0,54;1,54;0,10;-9,39;;6.887,30;-435,81;-8,74;0,02;27.967.150,50
GUAR3;5,68;;-17,53;0,57;0,21;58,32;3,34;-1,87;9,80;15,75;5,93;0,34;0,33;0,85;-0,56;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;10.327.212,47;9,99;-0,32;0,11;2.840.448.000,00
GUAR4;151,00;;-465,97;15,12;5,47;58,32;3,34;-1,87;260,46;15,75;5,93;0,34;8,71;22,57;-14,82;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;;9,99;-0,32;2,85;2.840.448.000,00
HAGA3;2,44;;4,01;-0,52;0,49;25,37;20,32;24,98;4,93;-0,28;-3,41;;1,00;1,16;-3,24;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;11.546,36;-4,67;0,61;0,04;18.484.667,11
HAGA4;1,11;;1,83;-0,24;0,22;25,37;20,32;24,98;2,24;-0,28;-3,41;;0,46;0,53;-1,47;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;17.751,83;-4,67;0,61;0,02;18.484.667,11
HAPV3;4,49;;-33,05;0,69;0,45;24,41;0,59;-3,80;212,09;245,47;34,32;0,11;1,26;79,51;-0,51;1,05;-2,09;-1,37;-0,36;0,66;0,34;0,36;43,91;;233.642.883,30;6,51;-0,14;-0,11;33.701.400.785,61
HBOR3;2,85;3,21;9,42;0,27;0,07;28,28;17,76;3,54;1,88;10,10;8,22;1,20;0,33;0,17;-0,16;3,03;2,90;0,70;4,20;0,24;0,60;0,20;11,84;;2.238.283,23;10,42;0,30;-0,38;381.475.555,20
HBRE3;5,18;;10,14;0,28;0,12;82,30;160,69;34,60;2,18;6,23;4,05;0,52;3,51;127,45;-0,13;1,02;2,76;1,22;5,85;0,44;0,42;0,04;21,74;-8,70;2.806.644,73;18,50;0,51;-0,14;535.550.811,39
HBSA3;3,76;;53,84;1,80;0,45;38,61;23,12;2,64;6,16;13,81;7,67;2,25;1,42;3,47;-0,57;2,44;3,35;0,83;6,62;0,25;0,75;0,31;17,46;35,34;18.476.588,67;2,09;0,07;-0,23;2.851.434.911,25
HBTS5;49,00;5,92;4,20;0,77;0,32;85,98;163,47;144,77;3,72;5,25;1,54;0,32;6,07;9,00;-0,35;1,67;18,44;7,54;14,92;0,41;0,59;0,05;49,55;;16.422,33;63,34;11,68;0,00;447.550.663,00
HETA3;96,00;;0,24;-0,14;3,85;100,00;51,79;6.253,57;28,61;200,57;189,70;;14,82;-15,71;-4,79;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;;-690,16;405,13;0,00;18.599.946,39
HETA4;6,39;;0,02;-0,01;0,26;100,00;51,79;6.253,57;1,90;200,57;189,70;;0,99;-1,05;-0,32;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;2.842,56;-690,16;405,13;0,00;18.599.946,39
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-7,32;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;69,54;112,13;92,40;0,00;0,07;-0,07;;0,00;0,00;0,00;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;;-11,37;6,88;0,00;21.236.188,86
HOOT4;2,69;;0,39;-0,24;0,10;69,54;112,13;92,40;0,32;0,07;-0,07;;0,36;-0,16;-0,11;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;11.087,86;-11,37;6,88;0,03;21.236.188,86
HYPE3;34,33;3,59;12,29;1,91;0,90;63,15;32,88;21,60;8,08;10,90;2,83;0,67;2,66;5,70;-1,35;1,89;15,53;7,29;12,12;0,47;0,53;0,34;16,61;12,88;78.867.609,80;17,98;2,79;1,35;21.739.002.645,36
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;1,62;;-4,03;0,76;0,32;43,40;-3,27;-24,04;-29,61;-45,53;-15,93;0,41;0,97;-39,68;-0,44;0,97;-18,75;-7,99;-1,72;0,43;0,57;0,33;;;16.075.463,17;2,14;-0,40;-0,23;1.032.483.531,06
